Cricinfo_id,AWARDS,awards_telugu
5654,"['Commonwealth Bank Cricket Academy 1997', 'Australian tour to Kenya (ICC KnockOut), 2000-01', ' ', ' ']","కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1997,, ఆస్ట్రేలియన్ టూర్ టు కేన్య (ఐ.సీ.సీ. క్నాకౌట్), 2000-01,, ,,"
5608,nan,
5905,nan,
5639,['Club: Valley'],క్లబ్: వ్యాలీ
5975,nan,
5976,nan,
5977,nan,
5980,nan,
662235,nan,
5973,['Commonwealth Bank Cricket Academy 1997 (player); 2002 (coaching scholarship)'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1997 (ప్లేయర్); 2002 (కోచింగ్ స్కోలర్శిప్)
6054,nan,
374936,nan,
6100,nan,
6113,nan,
53516,nan,
6046,nan,
6044,"['Wisden Cricketer of the Year 1990', 'Member of the Order of Australia, Jun 2006']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1990,, మెంబర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా, జూన్ 2006"
6000,nan,nan
6060,['State Player of the Year - 2006'],స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2006
6056,"[' ', 'Commonwealth Bank Cricket Academy 1989']",",, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1989"
53435,nan,
6013,"['Awarded Medal of the Order of Australia (OAM) in 1997 ""For service to', 'sport as a cricket player, coach and international cricket referee, and to', 'horseracing in SA"".']","అవార్డెడ్ మ్యేడల్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా (ఓం) ఇన్ 1997 ""ఫోర్ సర్వీస్ తో,, స్పోర్ట్ అస్ అ క్రికెట్ ప్లేయర్, కోచ్ అండ్ ఇంటర్నేషనల్ క్రికెట్ రెఫర్రీ, అండ్ తో,, హోర్సరేసింగ్ ఇన్ సా""."
53514,nan,
6023,nan,
6014,nan,
6041,['Wisden Cricketer of the Year 1949'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1949
6022,nan,
6031,nan,
6050,nan,
834741,nan,
270491,nan,
6033,"['ICC Cricketer of the Year 2009', 'Allan Border Medal - 2014', 'ICC Cricketer of the Year 2014', 'ICC Test Player of the Year 2014']","ఐ.సీ.సీ. క్రికెటర్ ఆఫ్ ది ఇయర్ 2009,, అల్లన్ బోర్డర్ మ్యేడల్ - 2014,, ఐ.సీ.సీ. క్రికెటర్ ఆఫ్ ది ఇయర్ 2014,, ఐ.సీ.సీ. టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2014"
6057,"['Australia Under-19s ', ' to ', 'Commonwealth Bank Cricket Academy 1994']","ఆస్ట్రేలియా అండర్ -19స్ ,, టు ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1994"
6105,nan,
53600,nan,
774219,nan,
6132,nan,
6161,"['State Player of the Year Award - 2009, 2010']","స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ అవర్డ్ - 2009, 2010"
6126,nan,
53521,nan,
6141,['Tasmania First-Class Career Span: 1883-89'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1883-89
6154,nan,
53437,['Club: Balmain'],క్లబ్: బల్మైన్
263473,nan,
638912,nan,
6235,['New South Wales club: Fairfield-Liverpool'],న్యూ సౌత్ వాల్స్ క్లబ్: ఫైర్ఫీల్డ్-లివర్పూల్
6145,nan,
6181,['Club: Valley'],క్లబ్: వ్యాలీ
422015,nan,
6128,"['State Player of the Year - 2004', 'Pura Cup Player of the Year - 2007-08']","స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2004,, పురా కప్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2007-08"
6233,nan,
326679,nan,
6143,nan,
6136,['Wisden Cricketer of the Year 1903'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1903
6165,"['Australia Under-19s ', 'Commonwealth Bank Cricket Academy 1998']","ఆస్ట్రేలియా అండర్ -19స్ ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1998"
6159,nan,
6248,nan,
53523,nan,
215155,['State Player of the Year Award - 2011'],స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ అవర్డ్ - 2011
53531,nan,
6319,nan,
6285,"['Walter Lawrence Trophy 2000', 'State Player of the Year - 2000', 'Wisden Cricketer of the Year 2001', 'State Player of the Year - 2001', 'State Player of the Year - 2002', 'Wisden Australia Cricketer of the Year 2004-05']","వాల్టర్ లారెన్స్ ట్రోఫీ 2000,, స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2000,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2001,, స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2001,, స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2002,, విస్డెన్ ఆస్ట్రేలియా క్రికెటర్ ఆఫ్ ది ఇయర్ 2004-05"
6261,nan,
6328,nan,
6282,"[' ', ' ']",",,"
685869,nan,
6270,['Wisden Cricketer of the Year 1962'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1962
233482,nan,
6323,nan,
6402,nan,
6417,[' '],
53527,nan,
329336,"['Belinda Clark Award - 2014, 2015', ""ICC T20I Women's Cricketer of the Year - 2014"", 'Wisden Leading Woman Cricketer in the World - 2015', ""ICC Women's ODI Cricketer of the Year  - 2015""]","బెలిందా క్లార్క్ అవర్డ్ - 2014, 2015,, ఐ.సీ.సీ. టి20ఐ వోమెన్'స్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2014,, విస్డెన్ లీడింగ్ వోమన్ క్రికెటర్ ఇన్ ది వర్ల్డ్ - 2015,, ఐ.సీ.సీ. వోమెన్'స్ ఓ.డి.ఐ. క్రికెటర్ ఆఫ్ ది ఇయర్ - 2015"
326637,nan,
533870,nan,
6321,['State Player of the Year - 2003'],స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2003
6430,nan,
6419,nan,
787987,nan,
6299,"['Wisden Cricketer of the Year 1949', 'Australian Cricket Hall of Fame 1996']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1949,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996"
603411,nan,
315623,nan,
6291,nan,
272385,nan,
437448,nan,
6250,nan,
272279,nan,
6295,"['Wisden Cricketer of the Year 1973', 'Australian Cricket Hall of Fame 2002', 'Member of the Order of Australia, Jan 2010']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1973,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2002,, మెంబర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా, జనవరి 2010"
6274,['Wisden Cricketer of the Year 1998'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1998
6258,['Wisden Cricketer of the Year 1957'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1957
6256,"['Wisden Cricketer of the Year 2001', 'Member of the Order of Australia, Jun 2008']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2001,, మెంబర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా, జూన్ 2008"
6278,"['Bradman Young Cricketer of the Year - 2000', 'Wisden Cricketer of the Year 2006', 'Test Player of the Year - 2008', 'Allan Border Medal - 2008']","బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2000,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2006,, టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2008,, అల్లన్ బోర్డర్ మ్యేడల్ - 2008"
6272,nan,
53685,nan,
6280,nan,
3943,['Wisden Cricketer of the Year 1982'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1982
3944,nan,
3950,nan,
398666,['Bradman Young Cricketer of the Year - 2015'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2015
3971,nan,
3982,"['Wisden Cricketer of the Year 1903', 'Australian Cricket Hall of Fame 2000']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1903,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2000"
3945,nan,
3980,nan,
4067,nan,
3975,nan,
505120,nan,
53477,nan,
959833,nan,
3961,['Australian Cricket Academy 1989'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1989
3968,"['Northern Territory Under-19s 1993/94', 'Australia Under-19s ', 'Commonwealth Bank Cricket Academy 1997']","నార్తర్న్ టెర్రిటరీ అండర్ -19స్ 1993/94,, ఆస్ట్రేలియా అండర్ -19స్ ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1997"
3931,nan,
3958,nan,
3978,nan,
4068,nan,
605566,nan,
53631,nan,
3938,"[' ', 'Commonwealth Bank Cricket Academy 1998']",",, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1998"
4171,nan,
4237,nan,
53483,nan,
4153,"['Wisden Cricketer of the Year 1891', 'Australian Cricket Hall of Fame 1996']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1891,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996"
334380,nan,
709675,nan,
215152,nan,
4241,"['Wisden Cricketer of the Year 1965', 'Member of Order of Australia (AM) in 1997 ""for service to cricket as a player, administrator and international referee, and to harness racing.""']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1965,, మెంబర్ ఆఫ్ ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా (ఆం) ఇన్ 1997 ""ఫోర్ సర్వీస్ టు క్రికెట్ అస్ అ ప్లేయర్, అడ్మినిస్ట్రేటర్ అండ్ ఇంటర్నేషనల్ రెఫర్రీ, అండ్ టు హార్నెస్ రేసింగ్."""
4429,"['Commonwealth Bank Cricket Academy 2002', 'Schools: Taree West Primary;   Taree High']","కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002,, స్కూల్స్: తరీ వెస్ట్ ప్రైమరీ; తరీ హిఘ్"
4076,['Tasmania First-Class Career Span: 1929-34'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1929-34
4228,nan,
4242,['Wisden Cricketer of the Year 1957'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1957
4427,['Commonwealth Bank Cricket Academy 2002'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002
4487,nan,
4441,nan,
4146,['State Player of the Year - 2005'],స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2005
446548,nan,
4127,nan,nan
4188,"['New South Wales Career Span: 1927-28 to 1933-34', 'South Australia Career Span: 1935-36 to 1948-49', 'Wisden Cricketer of the Year 1931', 'Australian Cricket Hall of Fame 1996', 'Knighted for services to cricket 1949', 'Appointed Commander of the Order of Australia (AC) 1979', 'Selected as one of five Wisden Cricketers of the Century, 2000']","న్యూ సౌత్ వాల్స్ క్యారీర్ స్పాన్: 1927-28 టు 1933-34,, సౌత్ ఆస్ట్రేలియా క్యారీర్ స్పాన్: 1935-36 టు 1948-49,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1931,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996,, కింగ్టెడ్ ఫర్ సర్వీసెస్ టు క్రికెట్ 1949,, అప్పోయింటెడ్ కమాండర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా (ఏస్) 1979,, సెలెక్టెడ్ అస్ వన్ ఆఫ్ ఫైవ్ విస్డెన్ క్రికెటర్స్ ఆఫ్ ది సెంచరీ, 2000"
530015,nan,
4508,nan,
53406,nan,
4425,nan,
4174,"['Wisden Cricketer of the Year 1982', 'Australian Cricket Hall of Fame 2000', 'Australian selector 1998-2005, 2006']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1982,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2000,, ఆస్ట్రేలియన్ సెలెక్టర్ 1998-2005, 2006"
4123,['Wisden Cricketer of the Year 1962'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1962
501011,nan,
4161,nan,
53636,nan,
225714,nan,
4451,['Australian One-Day International Player of the Year - 2014'],ఆస్ట్రేలియన్ ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2014
4085,"['Australia Under-19s ', ' (captain)', 'Commonwealth Bank Cricket Academy 1994']","ఆస్ట్రేలియా అండర్ -19స్ ,, (క్యాప్టెన్),, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1994"
53485,nan,
4292,nan,
53675,nan,
53404,nan,
4112,nan,
4260,['Australia Under-19s '],ఆస్ట్రేలియా అండర్ -19స్
4098,nan,
4121,nan,
4498,nan,
4100,nan,
4095,['Wisden Cricketer of the Year 1910'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1910
1088608,nan,
272477,['Australian Domestic Player of the Year - 2015'],ఆస్ట్రేలియన్ డొమెస్టిక్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2015
4151,nan,
53652,nan,
275563,nan,
1050545,nan,
4185,"['Bradman Young Cricketer of the Year - 2001', 'One-Day International Player of the Year - 2009']","బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2001,, ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2009"
4208,nan,
4470,[' '],
638919,nan,
267611,nan,
4210,nan,
326632,['Bradman Young Cricketer of the Year - 2013'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2013
4144,nan,
307495,nan,
4137,nan,nan
